restaurant_id,rating,review,label
1011246,5,"Була двічі і можу з впевненістю сказати що це прекрасний заклад з неймовірно смачною їжею і приємним обслуговуванням) порадили коктейль, сподобалась і подача і смак 😍",1
1011246,5,"Святкувати день народження у вас - це справжнє свято! Атмосферно, затишно, смачно. Офіціант Діана дуже уважна до гостей.",1
1011246,5,"Неймовірно затишна атмосфера
Привітний персонал
Смачна їжа",1
1011246,5,"Дуже смачно, чисто і хороший швидкий сервіс",1
1011246,5,"Неймовірна кухня, дуже приємне обслуговування, красивий інтерʼєр. Та відмінною перевагою, є те, що страви подають швидко)))",1
1011246,5,"З перших хвилин як зайшли у цей чудовий заклад, він дуже приємно здивував Нас своїм ввічливим обслуговуванням та неймовірно продуманим інтер'єром у справжньому грузинському стилі. Ще раз хочу відмітити роботу персоналу, все було на найвищому рівні, Нас посадили за столик, забрали верхній одяг, налили води та пригостили компліментом від Шефа (який був ну дуже смачний) він навіть сподобався моїй дружині, яка не їсть часник. Єдине що нажаль засмутило, це не дуже смачне хачапурі по Аджарськи, дивний сир, трохи перегоріле тісто, загалом по смаку відносно інших з тих що Ми куштували в інших закладах - не дуже. Але заклад дуже сподобався, якщо ще вони покращать хачапурі, то його сміливо можна назвати найкращим рестораном грузинської кухні у Львові!",1
1011246,5,Не вперше вже обідаю в закладі. Дуже смачно🤤 Доволі швидко приносять їжу. Кожного разу приносили комплімент від закладу❤️ Дуже дякую!,1
1011246,5,"Смачно, атмосферно, затишно, хочеться повертатися знову",1
1011246,5,"Завітали на вихідних  з подругою до цього  крутого закладу. Атмосфера така тепла і затишна , а інтерʼєр просто ВАУ👏🏼 + є літня тераса
Хостес вразила нас своєю гостинністю та позитивом)
Обслуговування було чудовим,  їжа- це щось неймовірне!

Тримайте двері відкритими - ми прийдем ще!!😍",1
1011246,5,"Відвідавши нещодавно відкритий грузинський ресторан, я був дуже вражений! За цей місяць відвідала заклад вдруге. Атмосфера ресторану неймовірно затишна і гостинна, що відразу занурює в традиційну грузинську культуру.
Що стосується кухні, то це справжній смак Грузії! Хінкалі вийшли соковитими, а хачапурі чудово пропікалися з насиченою сирною начинкою. Також варто відзначити чудові десерти,я куштувала Наполеон:надзвичайно ніжний вершковий смак у поєднанні з кислинкою ягід,ідеально.
Це місце, куди хочеться повертатися знову і знову. Рекомендую всім, хто цінує смачну їжу та теплу атмосферу!",1
1011246,5,"Одназначно пальма першості за найсмачніший грузинський ресторан у Львові. Дуже ніжні сирні хінкалі, чудовий вершковий соус до Хінкалі з куркою. Приємна атмосфера. Рекомендасьйон
P.S. Привітання з ДН топ)",1
1011246,5,"Найсмачніший грузинський заклад, який відвідувала у Львові. Рекомендую!!!",1
1011246,5,"Була з сім'єю у цьому чудовому ресторані! Дуже смачно, та гарне обслуговування 🥰!",1
1011246,5,"Боже, як тут гарно та смачно ..
Я закохалася в це місце
Затишок та атмосфера🥰",1
1011246,5,"Гарно провели вечір
Приємний, уважний персонал
Дякуємо",1
1011246,5,"Дуже смачна їжа, приємний персонал і дуже дуже гарний інтерʼєр! Щасливі що обрали саме ваш заклад для побачення❤️",1
1011246,5,"Ну дуже тут сподобалось!
Атмосфера і інтерʼєр дуже затишні, все обладнано зі смаком та знанням. Дуже багато дрібних деталей продумано саме для того, щоб гостям тут було комфортно.
Їжа смачна, абсолютно кожна страва мала в собі ту саму «родзинку», яка робить страву цікавою, а головне смачною. Не дуже знаюся в кухні Грузії, і порівняти не маю з чим, але тут мені було смачно.
Дівчина, що обслуговувала наш столик, дуже уважна, і нам не приходилося її «ловити» в довгому очікуванні. Все було вчасно, ввічливо і як треба. Особлива подяка за привітання з днем народження с елементом традицій народу Грузії ❤️
Точно прийдемо сюди ще!",1
1011246,5,Світлий затишний інтер'єр. Їжа смачна. Вартує зайти ще раз,1
1011246,5,"Дуже атмосферний заклад, смачна кухня, інтер'єр бомбезний. Щиро дякую",1
1011246,5,Дуже круто! Смачно! Атмосферно!,1
1011246,5,"Отримав негативний гастро досвід, черствий шоті, абсолютно нецікаве тісто в хачапурі, хінкалі настільки кислі що не було відчутно смаку мʼяса, хоч обслуговування було належним. Не рекомендую наразі.
Upd: відвідав заклад через 5 місяців - одна з найкращих грузинок що я куштував, все супер!",1
1011246,5,"Дуже затишний, красивий заклад в центрі Львова
Сервіс - на високому рівні, їжа - мега смачна
Куштували хінкалі, хачапурі та мезе - ну це прямо таки гастрономічна насолода
Відчувається, що все продумано до найдрібніших деталей, і готують тут з любовʼю)) ну як в Грузії можна сказати",1
1011246,5,"Швидкий сервіс і найсмачніше люля!  Дякую, це дійсно дуже смачно!",1
1011246,5,"Дуже миле обслуговування і атмосфера. Солодкі хінкалі з вишнею просто вау. Також замовляли Наполеон, подача 🔥",1
1011246,5,"Була в «Чачіті» і залишилася дуже задоволена! Замовила оджахурі, баклажанові рулетики та коктейль – усе було смачне й добре приготоване. Особливо сподобалося обслуговування: офіціантка Анна була привітною, уважною й додала до вечора ще більше приємних вражень. Атмосфера в закладі теж класна – затишно і дуже-дуже гарно. Обов’язково зайду ще раз!",1
1011246,5,"ChaChito – чудовий заклад із смачною грузинською кухнею та затишною атмосферою. Особливо хочеться відзначити офіціантку Аню – дуже привітна, уважна та швидко орієнтується в меню. Завдяки їй візит став ще приємнішим. Рекомендую!",1
1011246,5,"Неймовірно красиво, та дуже смачно. Інтерʼєр бомба, офіціанти ввічливі, радять, та запитують чи все смакувало. Дякую офіціантці Анні за супровід нашого вечора❤️",1
1011246,5,"Були сьогодні з дівчиною в вашому закладі вперше, хочу окремо подякувати офіціантці Христині за чудове обслуговування, атмосфера дуже гарна, ваууу, надзвичайно смачно, дуже дякуємо, Христина розказала нам за цитадель грузинської кухні дуже гарно та смачно, будемо тут ще не раз",1
1011246,5,"Я відвідала цей ресторан і залишилась в захваті. Атмосфера створює справжнє відчуття затишку, а кожна страва неймовірно смачна. Персонал уважний та завжди готовий допомогти, що робить вечір незабутнім. Обов’язково повернуся сюди знову!",1
1011246,5,Чудова атмосфера! Просто місце сили! Усе смакує!,1
1011246,5,"Заклад чудовий!!! Атмосфера переносить усі тонкощі грузинського народу , персонал дружній та привітний нас обслуговувала офіціантка Анна весела та ввічлива по рекомендації взяли хінкалі з сиром та шпинато надзвичайно симачні . З радістю завітаємо ще щоб спробувати усі види хінкаль",1
1011246,5,"Дуже смачна кухня, чудова атмосфера і сервіс на найвищому рівні, тут вам запропонують смачні страви та напої!))
Гарний вибір для ваших святкувань і окрема рекомендація по кухні- це велика мʼясна дошка на компанію!!!)))",1
1011246,5,"Неймовірно смачно, прекрасна атмосфера !
Повернусь ще обовʼязково )",1
1011246,5,Дуже подобається цей заклад. Коли у Львові завжди його відвідую.,1
1011246,5,"Це чудовий, затишний та дуже атмосферний заклад.
Чудовий сервіс, смачна кухня, привітні офіціанти та адміністратор.
Рекомендую всім хто хоче спробувати грузинську кухню.",1
1011246,5,"Відвідали цей заклад і залишилися у захваті! Атмосфера дуже приємна, кухня смачна, а обслуговування — на найвищому рівні. Особлива подяка офіціанту Дмитру — уважний, привітний, професійний. Він зробив усе, щоб наш вечір був комфортним і приємним. Обов’язково повернемося ще!",1
1011246,5,Ми їли хачупурі з м'ясним супом ЛЕГЕНДА,1
1011246,5,"Смачно, гарно,атмосферно. З Дн. Привітали як свого друга 😄",1
1011246,5,"Святкували день народження сина у цьому закладі. Що можна сказати, заклад з дуже високим рівнем обслуговування, вишуканою кухнею, професійним персоналом. Відчувається, що у ресторан вклали дуже багато душі. Атмосфера затишна, приємний,  музичний супровід. Дуже рекомендуємо відвідати цей заклад, щоб насолодитися гарним вином, смачним мʼясом та теплою атмосферою.",1
1011246,5,"Чудовий грузинський ресторан! Замовив люля-кебаб — соковитий, ароматний, просто тане в роті. А чача додала особливої атмосфери вечору. Автентичні смаки, гостинність на висоті — обов’язково повернуся!",1
1011246,5,"Відвідав заклад вперше за рекомендацією знайомих і не пожалів в жодному аспекті.Атмосфера , їжа а саме головне обслуговування на вищому рівні.Увага до своїх гостей шалено імпонує та приваблює.Дякую Chachito за гарно проведений вечір , повернемось неодноразово.Рекомендую!👍🔥👌",1
1011246,5,"Прекрасна атмосфера та смачна кухня!

Хороший сервіс, красивий заклад, гарне обслуговування.

Сподобався фірмовий коктейль)",1
1011246,5,"Дуже смачні хінкалі з сиром сулугуні
Затишно і смачно, рекомендую",1
1011246,5,"Неймовірний заклад, як атмосферою так і їжею! Дякуємо за компліменти від закладу- це дуже приємно. Тут не вперше та буду ходити ще. Усім раджу",1
1011246,5,"Я вже вдруге  відвідала ваш чудовий ресторан грузинської кухні й залишилися у захваті! Атмосфера дуже тепла та гостинна, а кухня – справжня насолода. Особливо сподобалися хінкалі – соковиті, з ніжним тістом та ароматною начинкою. Хачапурі теж були на висоті – пишні, з ідеальним балансом сиру та тіста.

Окрема подяка офіціанту Любомиру за чудовий сервіс! Він був дуже уважний, ввічливий і допоміг зробити найкращий вибір зі страв. Відчувалося, що він дійсно знається на грузинській кухні й любить свою роботу.

Обов’язково повернемося ще не раз й радимо всім поціновувачам смачної та якісної їжі!",1
1011246,5,"Нещодавно відвідала ресторан грузинської кухні ChaChito і залишилася задоволеною. Атмосфера затишна, з національним колоритом. Страви смачні: хачапурі по-аджарськи – ніжні та сирні, хінкалі – соковиті. Обслуговування привітне, офіціанти уважні. Окрема подяка офіціанту - Любомиру. Рекомендую для смачного знайомства з грузинською кухнею!☺️🇬🇪",1
1011246,5,"Затишний заклад, приємний сервіс, їжа на вищому рівні",1
1011246,5,"Атмосфера супер, дякую за гарне обслуговування, їжа смачна🥰",1
1011246,5,"Все на найвищому рівні!
Привітний та уважний персонал, кухня просто неймовірна.
Цей заклад заслуговує бути головною причиною повторно обрати місто Львів для нашого наступного вікенду",1
1011246,5,"Чудовий грузинський заклад. Один з найкращих у Львові, а можливо і найкращий! Дуже смачні страви, шашлик був дуже ніжний, а рулетики з баклажанів це просто бомба. Просторі зали, красивий дизайн, приємна музика, демократичні ціни і неймовірна грузинська атмосфера ще більше доповнюють смачну кухню.",1
1011246,5,Смачна їжа і гарний сервіс. Будемо повертатись ще!,1
1011246,5,"Відвідавши ресторан грузинської кухні Chachito, я залишилася в захваті! Страви тут неймовірно смачні, а атмосфера затишна й автентична. Хачапурі, хінкалі, суперові, а хінкалі з креветкою  – це просто вершина кулінарного мистецтва! Окремо хочу відзначити привітний персонал, який завжди готовий допомогти з вибором і зробити ваш вечір приємним. Декор ресторану додає відчуття, ніби ти насправді у Грузії. Дуже рекомендую для тих, хто хоче насолодитися справжньою грузинською кухнею! Обов’язково повернуся ще раз.",1
1011246,5,"Чудове місце, атмосферне з дуже смачною кухнею! Дякуємо🤝",1
1011246,5,"Лише цей ресторан з дійсно справжньою грузинською кухнею. В ньому навіть є страви, яких немає в інших ресторанах, які видають себе за грузинські. Тільки тут справжні грузинські страви. В інших ресторанах пропонують якесь там їдло з просто грузинськими назвами.",1
1011246,5,"Заклад вражає, тут дійсно усе супер, інтерʼєр дуже цікавий та захоплює, дуже привітний персонал) Атмосфера дуже приємна та позитивна, кухня максимально смачна та тут кожен знайде щось до смаку, особливо сподобався салат з халумі) Офіціанта Яна супер, надала сервіс найвищого рівня, дуже приємна та вихована, дякую за гостинність",1
1011246,5,"Атмосферний заклад. Інтерʼєр продуманий до дрібниць, красиво😍 Обслуговування на вищому рівні. Персонал привітний. Замовляли хачапурі по-аджарські з беконом, дуже смачно🤌🏻🤌🏻🤌🏻",1
1011246,5,"Чудова атмосфера та бездоганне обслуговування! На здивування форшмак був відмінний, так само як скумбрія на грилі та хінкалі ❤️ обовʼязково до відвідування!",1
1011246,5,"Все дуже смачно,щиро рекомендую 🤤🤤🤤…",1
1011246,5,"Гамарджоба!
Дуже сподобалося у вас! З перших кроків відчуваєш затишок та любов до деталей у Chachito!  Персонал нам показав вільні місця, посадив нас, дуже дякую Ані за сервіс та турботу!
Ми замовили чай тархун-мʼята, який ну дуже сподобався, такий ніжний та розслабляючий! А хачапурі по-аджарськи з беконом це щось!! Смакота🔥
Рекомендую!",1
1011246,5,"Були з чоловіком сьогодні у вашому закладі. Враження просто неймовірні!!! Іжа - супер,дуже смачно; обслуговування - супер, все дуже швидко та дуже привітний персонал, атмосфера - дійсно грузинська, музика, іньтер'єр відповідають концепції закладу!!! Дякую велике!",1
1011246,5,"Давно,я не відвідувала такого атмосферного закладу,в якому все на вищому рівні від обслуговування до їжі
Їжа неймовірна
Дуже атмосферно
Особлива подяка офіціантці Ані,яка не просто прийняла замовлення,а порадила
The best
Один з найкращих закладів Львова",1
1011246,5,"Все дуже смачно
Рекомендую щиро всім 🤷‍♀️…",1
1011246,5,"Дуже милий і привітний колектив. Смачні страви, бармен прекрасно розуміє, що потрібно😅 ну і окрема увага адміну, чорний йому до лиця😍",1
1011246,5,"Вперше відвідала цей ресторан і не пожалкувала. Все на дуже високому рівні. Концепція закладу витримана до найменших дрібниць. Всі страви, шо замовили, були дуже смачними. Хочу подякувати офіціанту Тарасу за гарне обслуговування і допомогу у виборі страв. Однозначно рекомендую!!!",1
1011246,5,"Відвідала цей чудовий заклад грузинської кухні й залишилася у захваті! Атмосфера затишна, страви неймовірно смачні, а обслуговування на найвищому рівні.

Спробувала хачапурі – ніжне тісто, багато сиру, просто ідеальне поєднання. На десерт узяла сирник – ніжний, з приємною текстурою та ідеальним балансом солодкості. А коктейль став приємним завершенням вечора.

Окрема подяка офіціантці Христині – уважна, привітна, професійна. Саме такі люди створюють теплу атмосферу й бажання повернутися знову.

Рекомендую всім, хто любить смачну кухню та якісний сервіс!",1
1011246,5,"Відвідали заклад вперше і точно не в останнє! Неймовірна приємна офіціантка Марія допомогла нам обрати те, що нам по смаку! Атмосферний заклад, який залишає про себе тільки приємні враження! Щиро дякуємо! Прийдемо ще обов'язково!!!",1
1011246,5,"Часто відвідую цей заклад, один з улюблених 😍 мій топ із меню на фото , рекомендую!!!",1
1011246,5,"Чудовий заклад, смачно, швидко, офіціант Аня бусінка ❤️‍🔥❤️‍🔥❤️‍🔥",1
1011246,5,Дуже смачно. Швидке і невимушене обслуговування. Рулетики з баклажанів просто топ,1
1011246,5,Рівень кухні і сервісу на дуже високому рівні! Дякуємо за вечір!,1
357634,1,"Замовили великий стейк на двох. Принесли порізані шматочки вага яких  явно не відповідала вазі вказаної в рахунку. Подача це окрема катастрофа, просто шматочки без соусу, гарніру і смаку. Рахунок за «голу» тарілку зі шматочками м’яса, на око не більше 400гр, склав 2500грн. В цілому враження від закладу абсолютно негативне.",0
357634,1,"Враження від сервісу , обслуговування та їжі залишають бажати кращого (
Салат Цезар найгірший ,який я куштувала в своєму житті , соус просто жахливий!
Курка та мʼясо пересолене настільки що неможливо його їсти !
Залишилися голодні ,тому що просто неможливо його було їсти .
На наше зауваження відреагували так-просто віднесли нашу страву на кухню і сказали що Шеф спробував і сказав що все окей , хоча були просто куски солі які тріщали на зубах , і курка повністю просочилася нею .
Нікому не рекомендую цей заклад .",0
357634,1,"Тут Вас обов'язково розведуть на гроші)))
Рібай стейк 270 грн за 100 грам , ""але сьогодні є тільки витримані варіанти мінімум 40 днів, які на кості і трішки за інші гроші"". ок, але я отримав за майже 2000грн стейк який я повністю випльовував в салфетки, бо це не стейк а пародія, а його вага була далека від заявленої!Обслуговування було чемним, бо як інакше продати стару корову по ціні витриманого м'яса))) Ви стратили друзі і мені за Вас соромно. я давав Вам шанс Ви вибрали гроші))) жалюгідний вибір і жалюгідні Ви!",0
357634,1,"Стейки в меню залишили тільки найдорожчі, 3400грн. за кг., смаку ніякого...повне розчарування...",0
357634,1,"Коли поміняли персонал в закладі , атмосфера і сервіс встав жахливий. Особливий жах - адміністратор, постійно з незадоволеним обличчям.",0
357634,1,"Не рекомендую. Вирішили повечеряти, попередньо переглянувши меню. Вибір випав на ""френч пепер стейк"". В закладі офіціант повідомив, що це ""біфштекс"". По факту це виявилася просто м'ясна котлета. Шановні власники,френч пепер стейк - це шматок ніжної яловичої вирізки, щедро посипаний змеленим перцем. Біфштекс - страва зі смаженої яловичини, нарізаної і засмаженої порційними шматками. Називайте страви своїми іменами. Дивно, що заклад, який позиціонує себе як стейкхаус, дозволяє собі такі речі.",0
357634,1,"Сервіс жахливий. Офіціянт Ірина не виконую свою роботу взагалі. Це найгірший рівень сервісу у Львові за останній рік. Ви свій персонал на смітнику шукаєте чи що?! І досить відповідати лише на позитивні відгуки. Зніміть рожеві окуляри і злізьте з хмаринок із солодкої вати. Ваш обслуговуючий персонал за рівнем нижче плінтуса, як мінімум офіціянт Ірина. Дно! Рівень обслуговування радянська їдальня.",0
357634,1,"Дуже полюбляла цей заклад за смачне мʼясо . Але сьогодні замовили стейк Діана. Таке враження, що стейк був вже приготовлений,а його просто розігріли. І на смак мʼясо більш як тушене, а не смажене на мангалі.
Із смачного був соус.",0
357634,1,"Не рекомендую! У Львові не перший раз. Відвідали багато закладів де отримали гастрономічне задоволення, але! Обравши ресторан Mons Plus отримали суцільне негативне враження.  Мʼясо було недосмаженим. Його не зʼїли, але зробивши зауваження, офіціант забрав, і за одну хвилину «доготували», верх підсмажили, а середина така і залишилася сирою. Ціна цього шматка у меню 390, а в рахунку (усе виявилося логічно бо ціна в меню за 100 грм.) - 1140 за недосмажене м’ясо! Ціну на алкоголь дізналися з рахунку, у меню його не було, але дуже рекомендували! За пів літра заплатили 1500. Повечеряти на 4 особи по порції мʼяса і салату, плюс алкоголь за 7 323, виявилось ДУЖЕ дорого! Було б не так образливо, якщо б від їжі  отримали задоволення.
Р.S. На фото страва  Оскар, яка Вам буде коштуватиме 1140, нажаль не сфотографували його в розрізі. Будьте уважні при замовлені.",0
357634,1,"Зайшли з подругою випити просекко.В меню вказана ціна 128 грн,замовили по келеху,рахунок принесли на 768 грн,як виявилось це вартість за 50 грам.Я вперше зіткнулася з таким.У нас не спитали яку саме порцію хочемо,і самі порахували по 150 грам
Це найдорожчий келих просекко який я коли небудь пила
Як на мене то це розвод,у всіх нормальних закладах вартість пишуть за порцію,і я ніде не бачила щоб бокал просекко коштував 380 грн!",0
357634,1,Дуже неприємний та хамовитий адміністратор,0
357634,1,"Я постійний клієнт з 2014 року. Це унікальне місце з дуже високими стандартами, чудовою їжею та обслуговуванням. Влітку тут найкраща літня тераса в місті (як на мене). Ця тераса ізольована, дуже затишна та дуже красива.

Ресторан знаходиться в історичній будівлі, історія якої налічує кілька століть. Це захоплює як всередині, так і зовні.

Mons Pius досить дорогий, але ціна більш ніж виправдана. Я був тут 100+ разів і ніколи не мав жодної проблеми. 10 з 10.

P.S. Бургер на фото називається «Бургер з яловичих ребер». Це обов’язково для будь-якого любителя бургерів.

UPD: 07.07.23
Ваш адміністратор непривітний і грубий.",0
357634,1,"Відвідували в понеділок(!) ввечері (17.07.23). Локація прекрасна, чудовий затишний дворик. Але чекали замовлення на двох людей майже цілу годину. При тому що офіціант не повідомив про можливі затримки і за цю годину навіть не підходив. Не рекомендую. Обсуговування жахливе, з ішими закладами даної цінової категорії в центрі то взагалі не до порівнянь.",0
